# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
7314453,  1.14,  2,  201, -28.10, 8190.31, -89.17, -5.27, 174.18, 0.75, -8.08, 0.12, 0
7315450,  1.16,  6,  205, -28.10, 8176.62, -89.10, -4.69, -115.74, 0.82, -10.04, 0.16, 0
7316448,  1.17,  2,  207, -28.00, 8160.78, -87.59, -7.97, -90.23, 1.18, -8.39, 0.35, 0
7317445,  1.19,  4,  209, -28.00, 8146.35, -92.05, -5.23, 3.79, 0.90, -9.85, -0.35, 0
7318442,  1.20,  4,  211, -146.70, 11983.54, -89.78, -8.48, 115.63, 1.49, -10.00, 0.04, 0
7319439,  1.17,  1,  207, -126.20, 10486.18, -87.60, -8.56, 87.16, 1.41, -9.38, 0.39, 0
7320436,  1.17,  2,  206, -91.40, 8776.26, -88.77, -5.10, 83.23, 0.98, -10.98, 0.24, 0
7321433,  1.15,  1,  203, -27.20, 8088.86, -91.24, -7.61, 173.78, 1.45, -10.87, -0.24, 0
7322430,  1.14,  2,  201, -27.20, 8080.24, -85.93, -4.56, -167.62, 0.71, -8.83, 0.63, 0
7323428,  1.14,  2,  200, -27.20, 8058.51, -88.09, -4.98, -162.47, 1.33, -15.30, 0.51, 0
7324425,  1.12,  2,  197, -45.70, 8486.72, -88.48, -5.69, 169.99, 1.18, -11.81, 0.31, 0
7325422,  1.11,  1,  195, -26.90, 8029.23, -88.53, -5.14, 40.32, 1.10, -12.20, 0.31, 0
7326419,  1.11,  3,  196, -26.90, 8013.08, -89.46, -5.15, -12.81, 0.75, -8.28, 0.08, 0
7327416,  1.09,  2,  192, -27.00, 7998.31, -88.28, -2.68, -2.16, 0.55, -11.73, 0.35, 0
7328413,  1.11,  8,  196, -26.80, 7983.76, -90.66, -5.13, 168.05, 1.22, -13.53, -0.16, 0
7329417,  1.10,  3,  194, -26.70, 7964.79, -93.69, -6.30, 8.27, 0.94, -8.51, -0.55, 0
7330408,  1.10,  5,  194, -120.60, 10727.12, -87.42, -5.92, 115.96, 1.18, -11.34, 0.51, 0
7331411,  1.09,  2,  192, -26.40, 7939.88, -85.59, -3.37, 6.33, 0.90, -15.26, 1.18, 0
7332402,  1.05,  0,  185, -32.10, 8015.02, -90.65, -6.20, 44.61, 0.75, -6.86, -0.08, 0
7333399,  1.05,  4,  185, -110.70, 10244.93, -87.16, -4.48, 112.25, 0.75, -9.49, 0.47, 0
7334396,  1.03,  3,  182, -26.00, 7892.58, -88.76, -3.40, -123.84, 0.86, -14.51, 0.31, 0
7335393,  1.03,  4,  182, -26.00, 7874.20, -95.15, -6.65, -96.39, 1.02, -8.71, -0.78, 0
7336391,  1.02,  2,  180, -108.40, 9879.70, -90.99, -1.97, 102.70, 0.31, -9.10, -0.16, 0
7337388,  1.02,  3,  179, -25.90, 7850.12, -88.42, -5.26, -8.41, 0.78, -8.51, 0.24, 0
7338385,  0.99,  1,  174, -119.20, 10015.93, -91.72, -5.88, 99.93, 0.94, -9.14, -0.27, 0
7339382,  0.99,  2,  174, -56.70, 8325.81, -90.21, -5.63, 169.18, 1.06, -10.75, -0.04, 0
7340379,  0.97,  2,  171, -40.30, 7937.38, -90.48, -6.63, 57.12, 1.10, -9.45, -0.08, 0
7341376,  0.97,  3,  171, -25.40, 7793.83, -87.42, -4.12, -45.64, 0.94, -13.06, 0.59, 0
7342373,  0.97,  1,  171, -32.60, 7868.65, -87.81, -9.53, 29.79, 0.86, -5.14, 0.20, 0
7343371,  0.96,  2,  170, -132.80, 10764.83, -88.26, -3.32, 123.00, 0.82, -14.20, 0.43, 0
7344368,  0.96,  2,  169, -25.00, 7746.38, -86.30, -4.21, -138.64, 0.94, -12.75, 0.82, 0
7345365,  0.95,  4,  167, -25.00, 7728.87, -88.65, -7.59, -64.33, 1.33, -10.00, 0.24, 0
7346362,  0.94,  0,  166, -25.00, 7713.65, -89.50, -5.24, 9.60, 0.82, -8.98, 0.08, 0
7347359,  0.95,  1,  167, -102.50, 9269.30, -89.16, -5.83, 77.19, 1.10, -10.75, 0.16, 0
7348356,  0.96,  4,  169, -39.90, 8501.95, -88.56, -4.08, 154.23, 0.67, -9.34, 0.24, 0
7349353,  0.95,  3,  168, -24.50, 7667.76, -91.85, -5.79, -146.94, 0.86, -8.51, -0.27, 0
7350351,  0.95,  3,  168, -94.00, 9105.36, -88.20, -1.80, 117.71, 0.31, -9.96, 0.31, 0
7351348,  0.95,  2,  168, -25.20, 7641.65, -87.37, -2.63, 38.45, 0.47, -10.24, 0.47, 0
7352345,  0.94,  3,  166, -106.10, 10390.67, -88.33, -4.33, 152.25, 1.02, -13.45, 0.39, 0
7353342,  0.92,  1,  163, -24.00, 7610.05, -90.60, -5.36, -157.70, 0.71, -7.53, -0.08, 0
7354343,  0.91,  2,  160, -24.10, 7598.74, -89.16, -4.90, -88.10, 1.61, -18.75, 0.27, 0
7355336,  0.90,  1,  158, -89.70, 8954.83, -95.39, -5.01, 153.08, 0.55, -6.24, -0.59, 0
7356334,  0.88,  1,  155, -23.90, 7568.03, -86.42, -3.02, -5.70, 0.43, -8.16, 0.51, 0
7357331,  0.87,  2,  154, -24.10, 7549.40, -90.68, -5.74, 31.72, 0.67, -6.63, -0.08, 0
7358331,  0.88,  2,  156, -23.80, 7535.23, -88.42, -5.53, -176.75, 0.82, -8.51, 0.24, 0
7359325,  0.89,  2,  157, -23.70, 7522.73, -87.77, -3.45, -120.60, 0.67, -11.06, 0.43, 0
7360322,  0.87,  1,  154, -23.70, 7507.50, -88.79, -5.41, -111.73, 1.06, -11.18, 0.24, 0
7361319,  0.89,  4,  157, -106.10, 10032.29, -89.66, -7.17, 149.83, 0.82, -6.55, 0.04, 0
7362316,  0.90,  4,  159, -97.50, 8989.47, -87.27, -9.12, 75.56, 1.06, -6.59, 0.31, 0
7363314,  0.88,  2,  156, -89.70, 8989.04, -90.00, -5.21, 0.00, 0.90, -9.89, 0.00, 0
7364311,  0.87,  1,  153, -23.00, 7449.39, -85.91, -5.01, 12.79, 0.63, -7.14, 0.51, 0
7365308,  0.86,  2,  152, -23.10, 7432.47, -87.63, -10.54, -24.30, 1.06, -5.69, 0.24, 0
7366305,  0.85,  2,  150, -23.00, 7412.67, -87.84, -4.13, -111.28, 0.90, -12.47, 0.47, 0
7367302,  0.82,  1,  145, -23.00, 7395.10, -88.57, -4.98, -106.38, 0.82, -9.45, 0.24, 0
7368299,  0.82,  2,  144, -22.90, 7384.61, -87.65, -6.72, -38.28, 0.90, -7.65, 0.31, 0
7369296,  0.80,  1,  142, -22.80, 7365.65, -86.77, -4.39, -82.07, 0.59, -7.65, 0.43, 0
7370294,  0.79,  0,  140, -22.80, 7349.61, -87.59, -7.45, -107.26, 1.10, -8.39, 0.35, 0
7371291,  0.79,  2,  139, -22.80, 7332.34, -89.05, -2.08, -20.64, 0.43, -11.89, 0.20, 0
7372288,  0.78,  3,  138, -22.60, 7317.44, -91.56, -5.59, 159.25, 1.41, -14.44, -0.39, 0
7373285,  0.78,  1,  138, -57.60, 7885.11, -90.89, -1.78, 166.41, 0.31, -10.12, -0.16, 0
7374282,  0.79,  3,  139, -56.80, 7672.06, -84.76, -3.14, 58.46, 0.47, -8.55, 0.78, 0
7375279,  0.76,  2,  135, -35.10, 7912.55, -90.86, -2.24, 155.91, 0.51, -13.02, -0.20, 0
7376276,  0.76,  2,  135, -22.00, 7261.83, -88.43, -5.73, -88.37, 0.86, -8.59, 0.24, 0
7377274,  0.75,  2,  133, -21.90, 7239.22, -89.50, -7.25, -101.48, 1.14, -8.94, 0.08, 0
7378271,  0.74,  2,  131, -21.90, 7229.27, -88.01, -4.72, -170.78, 0.75, -9.02, 0.31, 0
7379268,  0.75,  2,  132, -21.80, 7211.18, -88.99, -4.53, -168.00, 0.71, -8.90, 0.16, 0
7380265,  0.74,  1,  131, -21.80, 7196.13, -85.73, -1.97, -80.20, 0.24, -6.83, 0.51, 0
7381262,  0.75,  3,  133, -21.70, 7180.40, -88.94, -4.04, -90.30, 0.75, -10.55, 0.20, 0
7382259,  0.76,  3,  134, -21.70, 7162.76, -88.71, -1.67, -139.92, 0.51, -17.46, 0.39, 0
7383256,  0.75,  1,  133, -21.60, 7153.60, -89.05, -5.05, 178.22, 0.63, -7.10, 0.12, 0
7384254,  0.76,  3,  134, -21.50, 7136.36, -89.70, -5.71, -179.98, 0.75, -7.45, 0.04, 0
7385251,  0.77,  3,  136, -21.40, 7120.92, -88.17, -5.25, -143.99, 0.90, -9.81, 0.31, 0
7386248,  0.76,  1,  134, -21.30, 7107.07, -88.57, -5.71, -155.88, 0.94, -9.41, 0.24, 0
7387245,  0.76,  3,  135, -94.90, 8294.60, -91.17, -3.66, 134.24, 0.86, -13.49, -0.27, 0
7388242,  0.72,  0,  127, -21.10, 7074.21, -87.22, -2.94, 27.14, 0.71, -13.73, 0.67, 0
7389239,  0.71,  1,  125, -89.00, 8314.32, -87.75, -4.49, 92.11, 1.02, -12.98, 0.51, 0
7390236,  0.69,  2,  122, -52.70, 7129.34, -87.97, -3.60, 57.24, 0.63, -9.96, 0.35, 0
7391234,  0.70,  4,  124, -20.70, 7030.36, -90.26, -4.72, -3.65, 0.71, -8.55, -0.04, 0
7392231,  0.71,  2,  126, -20.70, 7015.79, -90.20, -3.41, 14.06, 0.67, -11.18, -0.04, 0
7393228,  0.69,  0,  122, -20.50, 7005.92, -90.32, -7.01, -178.41, 0.86, -7.02, -0.04, 0
7394225,  0.68,  2,  121, -60.30, 7580.78, -89.82, -3.30, 161.80, 0.71, -12.24, 0.04, 0
7395222,  0.66,  0,  117, -20.30, 6973.44, -88.79, -3.62, -17.31, 0.59, -9.30, 0.20, 0
7396219,  0.66,  1,  116, -20.30, 6953.63, -90.89, -7.09, -103.25, 0.94, -7.57, -0.12, 0
7397216,  0.66,  4,  117, -68.30, 8051.08, -92.40, -8.98, 154.87, 1.33, -8.43, -0.35, 0
7398214,  0.66,  0,  116, -20.00, 7166.11, -90.22, -6.19, 163.66, 1.10, -10.12, -0.04, 0
7399211,  0.66,  2,  116, -19.90, 6914.31, -89.06, -6.55, -124.00, 1.10, -9.57, 0.16, 0
7400208,  0.66,  3,  117, -81.00, 8022.03, -89.58, -4.57, 93.38, 0.86, -10.79, 0.08, 0
7401205,  0.66,  2,  116, -19.70, 6878.92, -88.43, -2.95, -56.26, 0.59, -11.41, 0.31, 0
7402202,  0.66,  2,  117, -19.60, 6866.65, -88.65, -4.72, -104.38, 0.82, -9.96, 0.24, 0
7403206,  0.66,  2,  117, -19.60, 6847.75, -87.30, -5.00, -6.80, 1.02, -11.65, 0.55, 0
7404196,  0.65,  0,  115, -19.50, 6837.22, -88.68, -0.88, -47.19, 0.16, -10.20, 0.24, 0
7405193,  0.64,  3,  114, -19.40, 6821.10, -89.72, -3.33, -66.12, 0.47, -8.08, 0.04, 0
7406191,  0.65,  1,  115, -86.20, 7912.74, -91.48, -7.85, 75.15, 1.26, -9.10, -0.24, 0
7407188,  0.64,  0,  114, -81.90, 7933.52, -89.51, -5.91, 93.91, 0.94, -9.10, 0.08, 0
7408185,  0.62,  0,  110, -18.90, 6781.87, -87.24, -6.25, 28.53, 0.98, -8.94, 0.43, 0
7409182,  0.61,  1,  108, -19.00, 6759.96, -88.67, -6.39, 31.19, 1.14, -10.16, 0.24, 0
7410179,  0.61,  3,  108, -18.80, 6748.18, -94.98, -5.74, -99.83, 0.86, -8.55, -0.75, 0
7411176,  0.61,  2,  108, -76.20, 7707.45, -86.87, -4.26, 82.66, 0.59, -7.88, 0.43, 0
7412173,  0.61,  3,  108, -91.90, 8832.85, -88.53, -4.69, -0.00, 0.63, -7.65, 0.20, 0
7413170,  0.61,  1,  108, -18.30, 6697.22, -90.00, -8.47, -128.77, 1.10, -7.37, 0.00, 0
7414168,  0.60,  1,  107, -18.20, 6683.86, -90.00, -6.44, -140.83, 0.86, -7.65, 0.00, 0
7415165,  0.60,  0,  106, -18.30, 6670.36, -86.16, -5.85, -173.80, 1.02, -9.92, 0.67, 0
7416162,  0.59,  0,  105, -29.70, 6667.52, -89.54, -6.26, 170.07, 1.61, -14.67, 0.12, 0
7417159,  0.60,  3,  106, -71.50, 7441.74, -86.00, -2.72, 89.07, 0.59, -12.36, 0.86, 0
7418156,  0.61,  4,  108, -65.20, 7149.73, -87.06, -1.47, 56.16, 0.20, -7.65, 0.39, 0
7419153,  0.60,  0,  106, -17.70, 6614.38, -89.31, -5.98, 168.65, 1.02, -9.73, 0.12, 0
7420150,  0.59,  0,  105, -17.40, 6593.87, -85.99, -2.18, -152.97, 0.47, -12.32, 0.86, 0
7421148,  0.58,  1,  102, -17.40, 6580.67, -88.66, -3.78, -90.04, 0.67, -10.08, 0.24, 0
7422144,  0.56,  1,  99, -17.30, 6565.50, -88.28, -5.88, -51.41, 0.94, -9.14, 0.27, 0
7423142,  0.57,  3,  100, -17.20, 6546.91, -90.00, -7.52, -101.35, 1.02, -7.73, 0.00, 0
7424139,  0.57,  1,  100, -17.10, 6532.63, -86.60, -4.04, -147.48, 0.98, -13.85, 0.82, 0
7425136,  0.57,  3,  101, -17.10, 6522.46, -87.95, -3.36, -171.25, 0.90, -15.38, 0.55, 0
7426133,  0.57,  1,  100, -17.00, 6502.49, -91.24, -7.69, -79.66, 0.98, -7.26, -0.16, 0
7427130,  0.58,  3,  102, -16.90, 6492.52, -85.27, -3.14, -59.70, 0.55, -9.96, 0.82, 0
7428127,  0.57,  1,  101, -16.90, 6475.23, -87.02, -7.73, -52.19, 1.33, -9.81, 0.51, 0
7429124,  0.57,  1,  101, -16.80, 6460.41, -90.22, -9.22, -20.97, 1.69, -10.40, -0.04, 0
7430122,  0.58,  1,  102, -16.70, 6443.82, -87.93, -6.18, -73.40, 1.06, -9.77, 0.35, 0
7431119,  0.58,  2,  102, -16.60, 6429.05, -84.83, -4.82, -95.22, 0.59, -6.94, 0.63, 0
7432115,  0.56,  0,  99, -16.50, 6413.34, -86.38, -2.36, -104.42, 0.67, -16.12, 1.02, 0
7433113,  0.57,  2,  100, -16.50, 6396.68, -88.34, -9.46, -114.20, 0.90, -5.41, 0.16, 0
7434109,  0.55,  0,  97, -16.40, 6384.89, -86.28, -5.18, -77.21, 0.82, -9.06, 0.59, 0
7435106,  0.54,  0,  95, -16.40, 6368.61, -88.65, -6.07, -48.84, 1.06, -9.96, 0.24, 0
7436103,  0.53,  1,  94, -16.40, 6353.64, -89.43, -7.33, -84.53, 1.02, -7.92, 0.08, 0
7437100,  0.53,  1,  93, -16.30, 6340.15, -89.30, -5.36, -102.94, 0.90, -9.61, 0.12, 0
7438097,  0.52,  1,  92, -16.20, 6326.19, -88.12, -2.81, -140.38, 0.35, -7.18, 0.24, 0
7439095,  0.51,  0,  90, -16.20, 6310.49, -91.58, -7.35, -68.31, 1.10, -8.51, -0.24, 0
7440092,  0.50,  0,  89, -16.10, 6300.26, -88.35, -1.83, -37.11, 0.39, -12.28, 0.35, 0
7441089,  0.49,  1,  87, -16.00, 6284.13, -85.72, -4.79, -40.46, 0.71, -8.39, 0.63, 0
7442086,  0.49,  2,  86, -15.90, 6268.98, -87.98, -1.82, -83.47, 0.35, -11.10, 0.39, 0
7443083,  0.48,  0,  85, -15.80, 6250.21, -90.59, -7.92, -41.53, 1.06, -7.61, -0.08, 0
7444080,  0.47,  1,  83, -15.80, 6237.66, -88.96, -5.50, -46.03, 1.26, -13.02, 0.24, 0
7445077,  0.46,  2,  82, -15.70, 6223.23, -90.36, -5.36, -139.94, 0.59, -6.28, -0.04, 0
7446074,  0.47,  2,  83, -72.30, 7813.57, -96.17, -12.50, 114.52, 1.29, -5.81, -0.63, 0
7447071,  0.45,  0,  80, -15.40, 6193.33, -91.98, -3.40, -19.08, 0.47, -7.92, -0.27, 0
7448068,  0.48,  5,  85, -15.30, 6175.66, -86.17, -2.45, -118.93, 0.63, -14.63, 0.98, 0
7449066,  0.47,  0,  84, -15.30, 6159.75, -87.01, -4.58, -165.54, 0.90, -11.26, 0.59, 0
7450063,  0.47,  2,  84, -55.90, 7266.47, -84.92, -2.66, 127.27, 0.43, -9.26, 0.82, 0
7451060,  0.46,  2,  82, -15.00, 6131.31, -88.28, -2.66, 15.10, 0.67, -14.36, 0.43, 0
7452057,  0.45,  0,  80, -15.00, 6116.27, -88.48, -6.42, 9.72, 1.33, -11.85, 0.31, 0
7453054,  0.45,  0,  80, -65.00, 6642.24, -89.47, -4.46, 72.07, 0.67, -8.55, 0.08, 0
7454051,  0.47,  5,  83, -61.50, 7606.90, -85.37, -1.36, 153.68, 0.20, -8.24, 0.67, 0
7455048,  0.47,  1,  84, -14.50, 6071.28, -88.26, -5.19, -169.58, 1.06, -11.65, 0.35, 0
7456045,  0.47,  1,  84, -63.20, 7268.96, -86.75, -1.91, 160.89, 0.67, -20.01, 1.14, 0
7457042,  0.45,  0,  80, -23.10, 6264.68, -89.68, -10.50, 167.35, 1.29, -6.98, 0.04, 0
7458039,  0.45,  0,  80, -28.20, 6688.37, -87.21, -0.23, 161.69, 0.04, -9.65, 0.47, 0
7459036,  0.45,  1,  79, -14.20, 6011.03, -89.69, -8.09, -60.95, 1.02, -7.18, 0.04, 0
7460034,  0.43,  0,  76, -14.10, 5995.72, -91.75, -6.53, 0.00, 1.18, -10.28, -0.31, 0
7461031,  0.42,  0,  74, -66.60, 7532.47, -90.80, -5.16, 136.79, 0.51, -5.65, -0.08, 0
7462028,  0.41,  0,  72, -13.90, 5965.03, -86.87, -0.96, 14.36, 0.31, -18.67, 1.02, 0
7463025,  0.39,  0,  70, -70.80, 7262.54, -91.19, -8.00, 101.30, 1.06, -7.53, -0.16, 0
7464022,  0.41,  2,  72, -61.40, 6756.09, -90.99, -6.92, 95.83, 0.82, -6.79, -0.12, 0
7465019,  0.40,  2,  71, -13.40, 5922.78, -87.91, -3.92, -35.71, 0.59, -8.59, 0.31, 0
7466016,  0.40,  1,  71, -13.40, 5906.55, -90.27, -8.44, -58.00, 1.22, -8.20, -0.04, 0
7467013,  0.40,  0,  71, -13.30, 5893.25, -86.53, -3.22, -145.25, 0.51, -9.06, 0.55, 0
7468010,  0.41,  1,  72, -13.30, 5874.63, -90.31, -8.91, -142.19, 1.14, -7.26, -0.04, 0
7469007,  0.41,  1,  72, -13.30, 5862.14, -92.77, -5.79, -119.85, 0.82, -8.12, -0.39, 0
7470004,  0.39,  0,  69, -13.20, 5844.04, -95.36, -11.72, -163.26, 0.78, -3.77, -0.35, 0
7471001,  0.38,  0,  67, -51.10, 6569.95, -89.83, -0.52, 110.53, 0.12, -13.06, 0.04, 0
7471999,  0.37,  1,  65, -52.20, 6243.06, -86.69, -4.21, 69.28, 0.55, -7.45, 0.43, 0
7472996,  0.38,  3,  67, -12.70, 5802.66, -94.50, -4.04, -9.32, 0.71, -9.96, -0.78, 0
7473993,  0.38,  2,  68, -12.60, 5793.14, -85.80, 0.20, -172.04, -0.04, -11.22, 0.82, 0
7474990,  0.39,  1,  69, -12.50, 5775.48, -87.12, -2.19, 178.25, 0.63, -16.40, 0.82, 0
7475987,  0.39,  0,  69, -61.00, 7047.91, -89.16, -4.61, 155.37, 0.86, -10.71, 0.16, 0
7476984,  0.38,  2,  68, -12.20, 5749.28, -85.69, -0.23, -13.21, 0.04, -9.89, 0.75, 0
7477981,  0.38,  3,  67, -56.70, 6148.27, -87.29, -10.43, 45.25, 1.37, -7.45, 0.35, 0
7478978,  0.38,  0,  67, -12.10, 5718.96, -85.37, -2.45, 11.09, 0.35, -8.24, 0.67, 0
7479975,  0.39,  2,  69, -12.00, 5704.89, -87.28, -4.29, -28.07, 0.75, -9.92, 0.47, 0
7480972,  0.38,  0,  68, -12.00, 5688.74, -86.85, -1.77, -74.77, 0.35, -11.41, 0.63, 0
7481969,  0.38,  1,  68, -11.90, 5677.10, -86.99, -3.38, -59.55, 0.35, -5.96, 0.31, 0
7482966,  0.38,  2,  67, -11.80, 5662.19, -88.03, -6.98, -106.93, 0.98, -8.00, 0.27, 0
7483963,  0.38,  2,  68, -11.80, 5651.78, -86.39, -9.69, -170.70, 0.75, -4.35, 0.27, 0
7484960,  0.38,  2,  67, -58.90, 6367.64, -89.04, -1.20, 108.36, 0.20, -9.38, 0.16, 0
7485957,  0.37,  0,  66, -59.80, 6399.27, -87.61, -3.98, 88.94, 0.78, -11.26, 0.47, 0
7486955,  0.37,  2,  65, -11.30, 5608.30, -92.29, -6.08, -171.80, 0.63, -5.88, -0.24, 0
7487952,  0.36,  0,  64, -11.30, 5589.52, -89.28, -2.70, -142.01, 0.59, -12.47, 0.16, 0
7488949,  0.35,  0,  63, -11.30, 5578.74, -87.83, -4.02, -174.83, 0.51, -7.26, 0.27, 0
7489946,  0.37,  3,  65, -66.80, 6792.17, -88.12, -4.42, 132.97, 1.02, -13.18, 0.43, 0
7490943,  0.37,  2,  65, -44.40, 6863.24, -92.09, -5.73, 137.49, 0.86, -8.59, -0.31, 0
7491940,  0.37,  1,  66, -10.90, 5534.43, -87.23, -6.53, -104.78, 1.02, -8.90, 0.43, 0
7492937,  0.37,  1,  65, -10.90, 5519.62, -89.35, -3.66, -149.56, 0.67, -10.43, 0.12, 0
7493934,  0.37,  1,  66, -50.70, 6544.61, -89.21, -6.05, 154.65, 0.90, -8.51, 0.12, 0
7494931,  0.38,  1,  67, -40.70, 6343.52, -87.79, -3.19, 161.25, 1.02, -18.28, 0.71, 0
7495928,  0.38,  1,  67, -10.60, 5475.74, -88.64, -9.13, -99.61, 1.06, -6.59, 0.16, 0
7496925,  0.38,  2,  68, -10.60, 5461.45, -94.50, -9.80, -81.28, 0.86, -4.98, -0.39, 0
7497922,  0.38,  0,  67, -10.60, 5450.68, -88.40, -4.12, 177.55, 0.71, -9.81, 0.27, 0
7498919,  0.38,  0,  67, -10.60, 5430.62, -94.38, -2.62, -81.83, 0.47, -10.24, -0.78, 0
7499916,  0.38,  0,  67, -10.60, 5416.70, -90.46, -4.78, 44.06, 1.65, -19.69, -0.16, 0
7500913,  0.37,  0,  66, -10.40, 5403.37, -91.72, -1.29, -87.53, 0.24, -10.47, -0.31, 0
7501910,  0.37,  1,  65, -63.20, 6803.83, -87.56, -4.26, 143.43, 0.55, -7.37, 0.31, 0
7502907,  0.37,  1,  66, -54.10, 5802.21, -85.68, -2.35, 78.57, 0.47, -11.41, 0.86, 0
7503904,  0.37,  0,  65, -59.80, 6587.27, -90.26, -3.43, 124.82, 0.51, -8.51, -0.04, 0
7504901,  0.37,  2,  65, -9.90, 5348.96, -90.46, -5.09, -162.16, 0.86, -9.69, -0.08, 0
7505898,  0.36,  1,  64, -60.60, 6678.19, -90.84, -5.42, 131.73, 0.51, -5.37, -0.08, 0
7506895,  0.37,  1,  65, -9.70, 5325.11, -90.97, -2.75, -6.18, 0.67, -13.89, -0.24, 0
7507892,  0.34,  1,  61, -9.70, 5307.19, -87.34, -1.23, -147.65, 0.24, -10.98, 0.51, 0
7508889,  0.35,  2,  63, -9.80, 5292.02, -90.39, -5.19, -77.58, 1.06, -11.65, -0.08, 0
7509886,  0.35,  2,  63, -9.70, 5277.30, -87.08, -5.00, -118.91, 0.47, -5.37, 0.27, 0
7510883,  0.34,  0,  61, -9.70, 5263.03, -87.14, -4.00, -119.79, 0.82, -11.77, 0.59, 0
7511880,  0.35,  1,  62, -9.70, 5248.50, -88.42, -5.99, -61.54, 0.75, -7.10, 0.20, 0
7512877,  0.35,  0,  62, -9.70, 5233.15, -90.35, -1.40, -17.42, 0.16, -6.43, -0.04, 0
7513874,  0.32,  0,  57, -9.50, 5219.38, -90.21, -1.87, -60.43, 0.35, -10.79, -0.04, 0
7514872,  0.32,  1,  57, -9.50, 5202.93, -90.31, -8.70, -51.99, 1.10, -7.18, -0.04, 0
7515869,  0.32,  1,  57, -9.50, 5187.23, -90.69, -2.78, -9.62, 0.31, -6.47, -0.08, 0
7516866,  0.32,  0,  57, -14.90, 5526.36, -88.32, -3.98, 159.87, 0.75, -10.71, 0.31, 0
7517863,  0.33,  1,  58, -9.20, 5163.22, -87.29, -5.40, -173.38, 0.55, -5.81, 0.27, 0
7518860,  0.33,  1,  58, -10.70, 5428.30, -85.60, -1.29, 173.89, 0.20, -8.67, 0.67, 0
7519857,  0.34,  2,  60, -48.70, 6140.10, -87.12, -3.39, 126.43, 0.51, -8.59, 0.43, 0
7520854,  0.34,  0,  60, -9.00, 5116.81, -88.95, -3.14, 5.29, 0.35, -6.43, 0.12, 0
7521851,  0.36,  4,  64, -9.00, 5101.39, -88.77, -3.49, -39.50, 0.67, -10.94, 0.24, 0
7522848,  0.37,  1,  65, -9.00, 5086.97, -88.72, -5.63, -112.35, 0.86, -8.75, 0.20, 0
7523845,  0.35,  0,  63, -9.00, 5073.14, -87.10, -1.34, -122.66, 0.24, -10.08, 0.51, 0
7524842,  0.35,  1,  62, -9.00, 5059.18, -91.96, -9.22, -58.55, 0.75, -4.59, -0.16, 0
7525839,  0.35,  1,  62, -9.00, 5043.58, -91.88, -2.81, -32.91, 0.35, -7.18, -0.24, 0
7526836,  0.35,  0,  62, -9.00, 5028.15, -97.54, -6.20, -74.64, 0.94, -8.59, -1.14, 0
7527833,  0.35,  1,  62, -8.90, 5013.43, -88.25, -6.11, -162.55, 0.82, -7.69, 0.24, 0
7528830,  0.34,  0,  61, -52.10, 6205.50, -86.69, -6.59, 152.43, 0.86, -7.45, 0.43, 0
7529827,  0.35,  1,  62, -8.60, 4984.89, -91.36, -3.75, 23.91, 0.43, -6.59, -0.16, 0
7530824,  0.35,  0,  62, -8.60, 4968.58, -92.25, -2.89, -5.28, 0.35, -6.98, -0.27, 0
7531821,  0.34,  0,  61, -8.60, 4955.75, -89.05, -4.42, 3.29, 0.55, -7.10, 0.12, 0
7532818,  0.33,  1,  59, -8.60, 4944.04, -87.48, -0.00, -18.56, 0.00, -6.24, 0.27, 0
7533815,  0.32,  0,  57, -8.50, 4926.43, -88.88, -1.12, 3.39, 0.24, -12.08, 0.24, 0
7534812,  0.32,  1,  57, -46.60, 5095.93, -84.81, -5.17, 39.73, 0.43, -4.75, 0.43, 0
7535809,  0.33,  2,  59, -47.60, 5653.56, -87.90, -8.33, 93.71, 1.10, -7.49, 0.27, 0
7536806,  0.32,  0,  57, -8.10, 4882.01, -88.06, -3.32, 32.37, 0.47, -8.12, 0.27, 0
7537803,  0.31,  1,  55, -8.10, 4866.84, -88.50, -4.65, -54.49, 1.10, -13.49, 0.35, 0
7538800,  0.33,  3,  58, -8.10, 4850.88, -88.56, -2.47, -132.06, 0.47, -10.90, 0.27, 0
7539797,  0.33,  2,  58, -8.00, 4839.16, -86.23, -0.00, -134.05, 0.00, -10.71, 0.71, 0
7540794,  0.33,  1,  59, -8.00, 4825.83, -87.77, -3.84, -28.64, 0.75, -11.10, 0.43, 0
7541790,  0.33,  0,  58, -7.90, 4805.59, -89.01, -5.28, -146.73, 0.63, -6.79, 0.12, 0
7542787,  0.31,  0,  56, -7.90, 4791.63, -90.25, -7.06, -160.86, 1.10, -8.87, -0.04, 0
7543784,  0.32,  3,  57, -23.40, 5109.65, -89.23, -5.10, 163.69, 0.78, -8.79, 0.12, 0
7544781,  0.31,  1,  56, -7.70, 4767.14, -84.69, -5.59, -167.51, 0.71, -7.18, 0.67, 0
7545778,  0.32,  1,  57, -7.70, 4752.56, -90.89, -6.80, -171.53, 0.90, -7.57, -0.12, 0
7546775,  0.31,  0,  55, -52.30, 5566.35, -91.03, -3.61, 114.29, 0.55, -8.71, -0.16, 0
7547772,  0.31,  1,  56, -7.50, 4719.04, -89.72, -5.30, 9.61, 0.75, -8.04, 0.04, 0
