_RAJ2000	_DEJ2000	recno	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Field	nobs	mobs	B-V	e_B-V	Vmag	e_Vmag	Bmag	e_Bmag	g'mag	e_g'mag	r'mag	e_r'mag	i'mag	e_i'mag
301.30142900	+44.54346000	14245963	301.301429	+44.543460	0.671	0.638	20122054	4	19	0.706	0.078	14.866	0.051	15.572	0.060	15.169	0.037	14.566	0.051	14.272	0.022
301.31521300	+44.52229500	14245964	301.315213	+44.522295	0.316	0.372	20122054	4	19	0.754	0.068	14.900	0.053	15.654	0.042	15.198	0.057	14.632	0.034	14.376	0.010
301.22659800	+44.49172500	14245965	301.226598	+44.491725	0.469	0.487	20122054	4	19	0.707	0.079	15.013	0.051	15.720	0.060	15.304	0.046	14.706	0.034	14.460	0.023
301.22833900	+44.47599100	14245966	301.228339	+44.475991	0.772	0.784	20122054	2	6	0.855	0.092	16.371	0.000	17.226	0.092	16.831	0.099	16.120	0.069		
301.24948300	+44.47177200	14245967	301.249483	+44.471772	0.577	0.932	20122054	4	12	1.339	0.042	15.725	0.025	17.064	0.033	16.354	0.094	15.044	0.055	14.338	0.052
301.23173900	+44.51322600	14245968	301.231739	+44.513226	0.545	0.457	20122054	4	23	0.796	0.062	14.922	0.051	15.718	0.036	15.239	0.057	14.671	0.049	14.376	0.047
301.23484300	+44.50134000	14245969	301.234843	+44.501340	1.061	0.872	20122054	3	6	1.003	0.073	16.143	0.056	17.146	0.047	16.628	0.000	15.901	0.000		
301.25207000	+44.50482100	14245970	301.252070	+44.504821	0.330	0.476	20122054	4	19	0.596	0.053	13.705	0.041	14.300	0.033	13.941	0.037	13.508	0.062	13.294	0.074
301.17828300	+44.50214000	14245971	301.178283	+44.502140	0.500	0.636	20122054	4	19	0.762	0.142	15.148	0.092	15.910	0.109	15.497	0.129	14.900	0.088	14.688	0.016
301.18904700	+44.50471900	14245972	301.189047	+44.504719	0.265	0.557	20122054	4	19	0.677	0.060	14.006	0.043	14.683	0.041	14.285	0.045	13.785	0.055	13.570	0.047
301.20455400	+44.47501800	14245973	301.204554	+44.475018	0.562	0.854	20122054	2	10	1.048	0.147	15.675	0.062	16.723	0.134	16.188	0.098	15.311	0.048	15.046	0.089
301.20107500	+44.52321500	14245974	301.201075	+44.523215	0.600	0.420	20122054	2	6	0.760	0.075	16.070	0.000	16.830	0.075	16.469	0.130	15.766	0.052		
301.22151900	+44.53580200	14245975	301.221519	+44.535802	0.612	0.257	20122054	2	6	0.640	0.084	16.229	0.000	16.869	0.084	16.592	0.055	15.867	0.137		
301.26764100	+44.56195200	14245976	301.267641	+44.561952	0.712	0.649	20122054	4	14	0.806	0.096	15.576	0.086	16.382	0.043	15.950	0.062	15.314	0.076	15.046	0.039
301.27057800	+44.53774800	14245977	301.270578	+44.537748	1.297	0.835	20122054	2	6							17.694	0.214	16.072	0.052	15.242	0.052
301.27764900	+44.54057700	14245978	301.277649	+44.540577	0.610	0.646	20122054	4	16	0.858	0.030	15.721	0.023	16.578	0.019	16.066	0.059	15.372	0.027	15.137	0.014
301.27970600	+44.56398800	14245979	301.279706	+44.563988	0.860	0.730	20122054	2	4	2.059	0.267	16.306	0.000	18.365	0.267	17.550	0.000	15.603	0.000		
301.29123400	+44.55179900	14245980	301.291234	+44.551799	0.534	0.420	20122054	4	21	0.471	0.059	14.197	0.040	14.668	0.043	14.356	0.042	14.043	0.071	13.892	0.011
301.23919500	+44.54669200	14245981	301.239195	+44.546692	0.337	0.232	20122054	5	24	1.199	0.058	11.598	0.037	12.797	0.046	12.147	0.055	11.218	0.032	10.845	0.086
301.25441600	+44.55758700	14245982	301.254416	+44.557587	0.407	0.451	20122054	4	18	0.604	0.068	14.110	0.048	14.714	0.048	14.346	0.043	13.912	0.043	13.700	0.017
301.25834200	+44.56892200	14245983	301.258342	+44.568922	0.342	0.396	20122054	4	19	0.671	0.054	13.943	0.041	14.614	0.035	14.212	0.042	13.719	0.049	13.527	0.013
301.70556000	+44.23610700	14245984	301.705560	+44.236107	0.667	0.398	20122054	3	6	1.231	0.000	16.519	0.000	17.750	0.000	16.995	0.119	16.338	0.038		
301.72917800	+44.24241000	14245985	301.729178	+44.242410	0.805	1.109	20122054	2	5	0.938	0.213	15.879	0.198	16.817	0.077					15.360	0.000
301.73151800	+44.25677900	14245986	301.731518	+44.256779	0.796	0.479	20122054	4	15	0.843	0.040	14.828	0.014	15.671	0.037	15.198	0.049	14.567	0.071	14.320	0.000
301.74010900	+44.25693500	14245987	301.740109	+44.256935	1.273	0.319	20122054	4	21	1.596	0.102	14.057	0.058	15.654	0.084	14.842	0.074	13.468	0.151	12.717	0.031
301.66758100	+44.25108000	14245988	301.667581	+44.251080	1.004	0.953	20122054	3	4			15.541	0.000			16.618	0.000	14.816	0.000	13.841	0.030
301.67557500	+44.25073500	14245989	301.675575	+44.250735	1.431	0.526	20122054	3	10	0.703	0.061	15.753	0.053	16.456	0.031	15.977	0.000	15.546	0.000		
301.68351300	+44.28347400	14245990	301.683513	+44.283474	0.763	0.379	20122054	5	21	1.387	0.048	12.014	0.035	13.401	0.033	12.681	0.048	11.609	0.025	11.208	0.011
301.69027200	+44.29112600	14245991	301.690272	+44.291126	0.537	0.608	20122054	4	17	0.643	0.080	14.224	0.056	14.867	0.057	14.476	0.040	14.047	0.070	13.906	0.000
301.70393800	+44.26010200	14245992	301.703938	+44.260102	0.700	0.659	20122054	3	8	2.607	0.000	15.842	0.000	18.449	0.000	17.175	0.060	14.993	0.021	13.929	0.079
301.70774000	+44.27144900	14245993	301.707740	+44.271449	1.054	0.839	20122054	3	9	1.857	0.200	15.776	0.096	17.634	0.175	16.727	0.113	15.105	0.061	14.295	0.000
301.70949800	+44.28196500	14245994	301.709498	+44.281965	0.602	0.528	20122054	4	17	0.788	0.065	14.268	0.030	15.056	0.057	14.612	0.036	14.004	0.013	13.743	0.000
301.73340200	+44.27767000	14245995	301.733402	+44.277670	1.022	0.257	20122054	3	12	0.639	0.028	13.701	0.016	14.340	0.023	13.952	0.032	13.509	0.006	13.365	0.028
301.75191300	+44.27399600	14245996	301.751913	+44.273996	0.777	0.386	20122054	4	18	1.082	0.040	13.755	0.023	14.838	0.032	14.244	0.049	13.434	0.036	13.104	0.026
301.75563300	+44.30462700	14245997	301.755633	+44.304627	0.895	0.395	20122054	4	18	0.606	0.051	14.267	0.031	14.873	0.041	14.507	0.040	14.095	0.057	13.974	0.044
301.77981000	+44.30272500	14245998	301.779810	+44.302725	0.618	0.601	20122054	2	6	1.157	0.266	16.623	0.176	17.780	0.200	17.245	0.000	16.126	0.000		
301.72232900	+44.27847300	14245999	301.722329	+44.278473	0.847	0.184	20122054	4	13	0.578	0.059	11.827	0.044	12.406	0.040	12.028	0.030	11.722	0.110	11.505	0.011
301.72276900	+44.27849100	14246000	301.722769	+44.278491	1.115	0.494	20122054	4	17	0.572	0.060	11.810	0.056	12.382	0.021	12.048	0.087	11.629	0.044		
301.72939500	+44.30089500	14246001	301.729395	+44.300895	0.780	0.623	20122054	4	17	0.791	0.142	15.866	0.128	16.657	0.061	16.193	0.043	15.580	0.068	15.377	0.000
301.72705100	+44.33003600	14246002	301.727051	+44.330036	0.584	1.039	20122054	2	4							17.227	0.021	16.590	0.086		
301.64695000	+44.29884000	14246003	301.646950	+44.298840	0.766	0.677	20122054	3	13	0.792	0.056	15.854	0.014	16.645	0.055	16.125	0.036	15.514	0.058	15.168	0.000
301.65191800	+44.26530000	14246004	301.651918	+44.265300	0.733	0.923	20122054	2	4	0.685	0.098	16.448	0.048	17.133	0.085						
301.68114700	+44.30597700	14246005	301.681147	+44.305977	0.767	0.436	20122054	5	20	0.834	0.041	13.182	0.014	14.017	0.039	13.526	0.044	12.954	0.014	12.754	0.000
301.61448300	+44.31668500	14246006	301.614483	+44.316685	0.541	0.376	20122054	4	18	0.862	0.044	14.232	0.036	15.093	0.026	14.601	0.043	13.966	0.048	13.770	0.017
301.62948500	+44.32724300	14246007	301.629485	+44.327243	0.545	0.368	20122054	4	18	0.689	0.092	15.058	0.068	15.748	0.062	15.357	0.026	14.856	0.050	14.592	0.054
301.63352700	+44.31920900	14246008	301.633527	+44.319209	0.693	0.778	20122054	3	8	0.864	0.081	16.288	0.000	17.152	0.081	16.587	0.102	15.962	0.042		
301.64349100	+44.32741500	14246009	301.643491	+44.327415	1.156	0.808	20122054	2	8	0.921	0.069	16.607	0.008	17.528	0.069	17.177	0.093	16.540	0.023		
301.64692200	+44.33726500	14246010	301.646922	+44.337265	0.869	0.737	20122054	2	5	0.749	0.137	16.948	0.000	17.697	0.137	17.359	0.000	16.554	0.000	15.817	0.000
301.65623400	+44.32361100	14246011	301.656234	+44.323611	0.674	0.358	20122054	4	18	0.584	0.085	14.446	0.056	15.030	0.064	14.668	0.042	14.293	0.049	14.193	0.074
301.68666800	+44.33690300	14246012	301.686668	+44.336903	0.623	0.342	20122054	4	18	0.935	0.052	13.649	0.031	14.585	0.042	14.068	0.052	13.351	0.030	13.053	0.029
301.69710900	+44.32899600	14246013	301.697109	+44.328996	0.449	0.565	20122054	2	8	2.261	0.000	16.181	0.000	18.442	0.000	17.374	0.190	15.449	0.042	14.618	0.098
301.70363400	+44.31846200	14246014	301.703634	+44.318462	0.787	0.372	20122054	5	21	0.637	0.053	12.900	0.043	13.537	0.032	13.165	0.045	12.726	0.051	12.562	0.021
301.70241900	+44.33669800	14246015	301.702419	+44.336698	0.809	0.575	20122054	4	16	0.771	0.053	14.001	0.042	14.772	0.033	14.344	0.026	13.783	0.006	13.524	0.006
301.70477800	+44.35485900	14246016	301.704778	+44.354859	0.713	0.351	20122054	4	18	0.657	0.053	13.995	0.047	14.652	0.024	14.274	0.033	13.830	0.039	13.628	0.035
301.70512200	+44.36580400	14246017	301.705122	+44.365804	1.069	1.050	20122054	3	7	0.589	0.200	16.622	0.075	17.211	0.185	16.751	0.000	16.357	0.000	16.258	0.000
301.71312900	+44.33681700	14246018	301.713129	+44.336817	1.257	0.629	20122054	2	7	1.072	0.042	15.251	0.000	16.323	0.042	15.794	0.071	14.791	0.040	14.361	0.000
301.64305000	+44.35655500	14246019	301.643050	+44.356555	0.800	0.622	20122054	4	16	0.825	0.060	15.451	0.047	16.275	0.038	15.809	0.034	15.248	0.035	14.981	0.020
301.65826900	+44.36818700	14246020	301.658269	+44.368187	1.174	0.306	20122054	4	10	0.788	0.047	14.073	0.032	14.861	0.034	14.469	0.000	13.906	0.000		
301.66464700	+44.33631200	14246021	301.664647	+44.336312	0.552	0.521	20122054	4	18	0.995	0.060	15.308	0.059	16.303	0.013	15.736	0.039	15.046	0.068	14.824	0.008
301.67211100	+44.35521300	14246022	301.672111	+44.355213	0.609	0.737	20122054	2	8	0.747	0.120	16.327	0.096	17.074	0.072	16.705	0.065	16.081	0.008		
301.68915600	+44.36824400	14246023	301.689156	+44.368244	0.844	0.481	20122054	3	7	1.081	0.143	15.940	0.006	17.021	0.143	16.441	0.000	15.411	0.000	14.965	0.000
301.77057200	+44.32386400	14246024	301.770572	+44.323864	0.807	0.476	20122054	4	15	0.785	0.076	14.740	0.046	15.525	0.061	15.090	0.040	14.482	0.044	14.192	0.000
301.78158700	+44.34792800	14246025	301.781587	+44.347928	0.962	0.516	20122054	2	7	2.187	0.153	15.103	0.153	17.290	0.000	16.338	0.000	14.466	0.000	13.622	0.000
301.78209500	+44.34780900	14246026	301.782095	+44.347809	1.462	0.511	20122054	3	10	2.052	0.000	15.220	0.000	17.272	0.000	16.138	0.038	14.404	0.025	13.534	0.006
301.78785900	+44.33805200	14246027	301.787859	+44.338052	1.046	0.402	20122054	5	21	0.543	0.060	11.590	0.050	12.133	0.032	11.813	0.026	11.471	0.006	11.320	0.000
301.80630200	+44.35495100	14246028	301.806302	+44.354951	0.659	0.743	20122054	4	14	0.685	0.112	15.556	0.074	16.241	0.085	15.828	0.040	15.267	0.106		
301.74883100	+44.34779900	14246029	301.748831	+44.347799	1.303	0.567	20122054	3	9	1.904	0.126	15.737	0.109	17.641	0.063	16.755	0.034	14.979	0.043	14.174	0.000
301.76438200	+44.33769200	14246030	301.764382	+44.337692	0.793	0.405	20122054	5	21	0.611	0.057	12.885	0.038	13.496	0.043	13.131	0.044	12.709	0.058	12.570	0.006
301.75427600	+44.38143100	14246031	301.754276	+44.381431	0.634	0.455	20122054	4	13	0.802	0.068	15.033	0.045	15.835	0.051	15.429	0.037	14.820	0.008	14.640	0.000
301.75836500	+44.37100700	14246032	301.758365	+44.371007	0.871	0.515	20122054	4	19	0.843	0.076	15.131	0.075	15.975	0.014	15.494	0.039	14.838	0.030	14.597	0.036
301.76496100	+44.39124400	14246033	301.764961	+44.391244	0.973	0.581	20122054	3	11	0.715	0.061	15.589	0.037	16.304	0.049	15.924	0.019	15.353	0.043	15.096	0.000
301.77227200	+44.37478600	14246034	301.772272	+44.374786	0.594	0.582	20122054	2	5							17.224	0.121	15.253	0.000	14.137	0.020
301.82977900	+44.37917200	14246035	301.829779	+44.379172	0.944	0.873	20122054	4	9	1.193	0.078	14.658	0.025	15.851	0.074	15.300	0.085	14.098	0.000	13.222	0.122
301.81905300	+44.38957900	14246036	301.819053	+44.389579	0.942	0.565	20122054	5	16	0.199	0.070	11.933	0.060	12.132	0.037	11.969	0.034	11.956	0.031	11.936	0.000
301.83987500	+44.38859400	14246037	301.839875	+44.388594	0.788	0.527	20122054	3	10	1.019	0.081	16.106	0.023	17.125	0.077	16.496	0.083	15.577	0.026		
301.77190600	+44.41466400	14246038	301.771906	+44.414664	1.106	1.012	20122054	2	6	0.714	0.182	16.342	0.168	17.056	0.069	16.577	0.000	15.890	0.000		
301.78669100	+44.40648400	14246039	301.786691	+44.406484	0.802	0.362	20122054	5	16	0.260	0.147	10.291	0.067	10.551	0.130	10.475	0.105	10.310	0.008	10.402	0.109
301.70038800	+44.37999600	14246040	301.700388	+44.379996	0.787	0.363	20122054	5	24	0.458	0.068	11.263	0.054	11.721	0.041	11.438	0.025	11.143	0.060	11.061	0.023
301.72156500	+44.41256200	14246041	301.721565	+44.412562	1.106	0.470	20122054	2	7	1.163	0.245	16.273	0.027	17.436	0.244	16.870	0.000	15.961	0.000	15.324	0.000
301.72358100	+44.40032600	14246042	301.723581	+44.400326	1.301	0.565	20122054	3	8	0.732	0.122	16.148	0.072	16.879	0.098	16.465	0.000	15.894	0.000	15.405	0.156
301.73026100	+44.41901700	14246043	301.730261	+44.419017	0.711	0.490	20122054	4	24	0.584	0.057	13.900	0.039	14.483	0.042	14.154	0.041	13.709	0.043	13.537	0.047
301.73473700	+44.41025700	14246044	301.734737	+44.410257	0.607	0.484	20122054	4	15	0.700	0.113	15.507	0.097	16.207	0.058	15.802	0.047	15.274	0.021	15.059	0.000
301.68116900	+44.39268400	14246045	301.681169	+44.392684	0.665	0.379	20122054	4	19	0.752	0.068	14.323	0.060	15.075	0.032	14.637	0.043	14.103	0.044	13.961	0.142
301.70353000	+44.39274500	14246046	301.703530	+44.392745	0.840	0.622	20122054	4	16	0.838	0.070	15.166	0.056	16.004	0.041	15.483	0.040	14.863	0.015	14.549	0.042
301.70812900	+44.40081200	14246047	301.708129	+44.400812	1.105	0.936	20122054	3	6	0.765	0.314	16.622	0.079	17.387	0.304						
301.69075000	+44.42368700	14246048	301.690750	+44.423687	1.368	0.391	20122054	2	6	0.767	0.069	16.009	0.000	16.776	0.069	16.198	0.016	15.827	0.093		
301.70436400	+44.41518400	14246049	301.704364	+44.415184	0.647	0.950	20122054	3	6	1.225	0.181	15.932	0.034	17.157	0.178	16.580	0.000	15.314	0.000		
301.70526300	+44.42707700	14246050	301.705263	+44.427077	0.568	0.394	20122054	4	13	0.665	0.076	14.844	0.049	15.509	0.058	15.158	0.028	14.645	0.012	14.489	0.000
301.74940800	+44.41067700	14246051	301.749408	+44.410677	0.805	0.507	20122054	4	15	0.759	0.100	15.622	0.055	16.381	0.083	15.948	0.053	15.336	0.027	15.003	0.000
301.75895300	+44.45558200	14246052	301.758953	+44.455582	1.016	0.641	20122054	4	12	0.970	0.104	15.890	0.064	16.860	0.082	16.265	0.039	15.506	0.067		
301.76834500	+44.44999200	14246053	301.768345	+44.449992	1.460	0.639	20122054	2	5							17.362	0.046	15.902	0.023	15.139	0.000
301.78576000	+44.44066900	14246054	301.785760	+44.440669	0.976	0.408	20122054	4	16	1.436	0.044	13.421	0.039	14.857	0.020	14.135	0.060	12.958	0.033	12.419	0.034
301.70388700	+44.45511900	14246055	301.703887	+44.455119	0.847	0.705	20122054	3	8	0.800	0.076	16.548	0.021	17.348	0.073	16.864	0.085	16.279	0.014		
301.71093100	+44.44662900	14246056	301.710931	+44.446629	0.907	0.459	20122054	4	14	0.743	0.057	14.251	0.037	14.993	0.043	14.579	0.064	14.008	0.000	13.785	0.008
301.73307200	+44.44535700	14246057	301.733072	+44.445357	0.835	0.410	20122054	5	24	1.328	0.073	10.655	0.064	11.983	0.035	11.314	0.023	10.210	0.040	9.876	0.000
301.74081200	+44.47810700	14246058	301.740812	+44.478107	1.175	0.573	20122054	2	4							17.614	0.089	16.212	0.000	15.480	0.046
301.74156900	+44.46331600	14246059	301.741569	+44.463316	0.713	1.054	20122054	2	4	1.150	0.118	16.222	0.000	17.373	0.118	16.799	0.000	15.953	0.000		
301.74472100	+44.45711700	14246060	301.744721	+44.457117	1.168	0.587	20122054	4	13	0.941	0.093	15.969	0.055	16.910	0.075	16.423	0.022	15.606	0.010	15.166	0.000
301.75760600	+44.47743200	14246061	301.757606	+44.477432	0.677	0.807	20122054	4	11	1.019	0.030	15.766	0.028	16.784	0.011	16.314	0.044	15.445	0.000	15.095	0.000
301.59883100	+44.31853400	14246062	301.598831	+44.318534	0.654	0.962	20122054	4	18	0.684	0.030	14.563	0.017	15.247	0.025	14.847	0.056	14.244	0.017	13.824	0.020
301.59317200	+44.35100600	14246063	301.593172	+44.351006	0.630	0.892	20122054	3	8	0.870	0.078	16.078	0.000	16.947	0.078	16.466	0.013	15.870	0.104		
301.61059600	+44.34079100	14246064	301.610596	+44.340791	0.660	0.357	20122054	4	19	0.984	0.038	13.892	0.026	14.876	0.028	14.326	0.053	13.604	0.013	13.257	0.034
301.61623900	+44.33692700	14246065	301.616239	+44.336927	1.049	1.010	20122054	2	4			15.065	0.000			15.351	0.000	14.932	0.222		
301.61654200	+44.33647600	14246066	301.616542	+44.336476	0.763	0.342	20122054	3	4	0.837	0.029	15.040	0.000	15.877	0.029	15.270	0.014				
301.55818500	+44.34818700	14246067	301.558185	+44.348187	1.047	0.648	20122054	2	4	0.696	0.147	17.011	0.000	17.707	0.147	17.572	0.000	16.675	0.000		
301.56081800	+44.33877100	14246068	301.560818	+44.338771	0.563	0.694	20122054	4	11	1.106	0.000	16.188	0.000	17.294	0.000	16.595	0.098	15.701	0.113	15.398	0.000
301.58290600	+44.36518000	14246069	301.582906	+44.365180	0.453	0.500	20122054	4	18	0.893	0.086	15.132	0.064	16.025	0.058	15.526	0.058	14.867	0.036	14.582	0.045
301.58792200	+44.38352200	14246070	301.587922	+44.383522	0.791	0.454	20122054	4	19	1.217	0.074	15.023	0.069	16.239	0.026	15.594	0.028	14.645	0.068	14.233	0.038
301.61521300	+44.38245500	14246071	301.615213	+44.382455	0.597	0.630	20122054	4	18	0.736	0.127	15.366	0.067	16.102	0.107	15.664	0.066	15.188	0.018	14.955	0.021
301.62679400	+44.38742100	14246072	301.626794	+44.387421	0.665	0.569	20122054	4	12	0.992	0.062	15.803	0.036	16.796	0.050	16.218	0.039	15.545	0.017		
301.63442600	+44.38587700	14246073	301.634426	+44.385877	1.050	0.396	20122054	2	7	1.089	0.131	16.094	0.025	17.183	0.128	16.599	0.000	15.774	0.000	15.554	0.000
301.63787900	+44.36930200	14246074	301.637879	+44.369302	0.827	0.428	20122054	4	18	1.013	0.083	15.543	0.045	16.555	0.069	16.022	0.056	15.228	0.009	14.787	0.000
301.62840200	+44.40328100	14246075	301.628402	+44.403281	1.100	0.541	20122054	3	5	1.596	0.000	15.429	0.000	17.025	0.000	16.212	0.000	14.736	0.000	13.881	0.029
301.64839100	+44.40528500	14246076	301.648391	+44.405285	0.612	0.689	20122054	4	11	0.776	0.062	15.814	0.036	16.590	0.050	16.151	0.017	15.559	0.006	15.231	0.000
301.59417800	+44.39298300	14246077	301.594178	+44.392983	0.456	0.675	20122054	4	15	0.880	0.100	15.212	0.063	16.092	0.077	15.620	0.031	14.901	0.022	14.734	0.000
301.61550700	+44.40597900	14246078	301.615507	+44.405979	0.788	1.117	20122054	2	4	0.803	0.124	16.622	0.000	17.426	0.124	17.101	0.000	16.079	0.000		
301.62018700	+44.41768400	14246079	301.620187	+44.417684	0.738	0.777	20122054	2	4	0.821	0.000	16.601	0.000	17.422	0.000	16.891	0.047	16.162	0.000		
301.53742200	+44.40832000	14246080	301.537422	+44.408320	0.589	0.298	20122054	5	24	1.187	0.054	11.175	0.038	12.362	0.038	11.717	0.048	10.839	0.044	10.469	0.064
301.54581500	+44.39552000	14246081	301.545815	+44.395520	1.470	0.829	20122054	2	4	0.786	0.133	16.090	0.011	16.876	0.132						
301.54996600	+44.40302800	14246082	301.549966	+44.403028	1.609	0.515	20122054	2	4	0.603	0.101	16.671	0.000	17.274	0.101	17.028	0.000	16.286	0.000		
301.56001200	+44.38477400	14246083	301.560012	+44.384774	0.630	0.308	20122054	4	15	0.887	0.065	15.040	0.041	15.927	0.050	15.468	0.073	14.759	0.040	14.482	0.000
301.56327200	+44.40619900	14246084	301.563272	+44.406199	0.569	1.023	20122054	3	15	0.748	0.068	14.283	0.046	15.032	0.049	14.581	0.060	14.144	0.051	13.974	0.090
301.56593500	+44.40033400	14246085	301.565935	+44.400334	0.332	0.537	20122054	3	9	1.017	0.136	15.636	0.065	16.653	0.120	15.999	0.025	15.232	0.025	14.715	0.000
301.50631400	+44.38599900	14246086	301.506314	+44.385999	0.755	0.420	20122054	4	19	0.903	0.056	15.093	0.051	15.996	0.024	15.468	0.038	14.763	0.047	14.469	0.086
301.50770800	+44.41769500	14246087	301.507708	+44.417695	0.339	0.397	20122054	4	19	0.657	0.039	14.800	0.032	15.457	0.023	15.070	0.045	14.590	0.056	14.408	0.098
301.52063000	+44.41515300	14246088	301.520630	+44.415153	0.716	0.483	20122054	4	14	1.890	0.089	15.292	0.055	17.181	0.070	16.211	0.094	14.621	0.029	13.763	0.044
301.52156100	+44.43394800	14246089	301.521561	+44.433948	0.789	0.309	20122054	4	15	2.394	0.099	14.836	0.051	17.230	0.085	16.036	0.095	13.865	0.062	12.609	0.084
301.54887500	+44.42066400	14246090	301.548875	+44.420664	0.651	0.811	20122054	4	15	0.706	0.121	16.157	0.017	16.863	0.120	16.454	0.022	15.806	0.072	15.538	0.000
301.56199500	+44.42699100	14246091	301.561995	+44.426991	0.416	0.462	20122054	4	19	0.682	0.062	14.129	0.053	14.811	0.032	14.411	0.048	13.873	0.052	13.641	0.034
301.56591300	+44.41656300	14246092	301.565913	+44.416563	0.374	1.351	20122054	2	5							17.116	0.064	15.645	0.101	14.696	0.000
301.56604700	+44.43472100	14246093	301.566047	+44.434721	0.625	0.513	20122054	4	18	0.811	0.067	14.838	0.056	15.649	0.037	15.166	0.052	14.560	0.074	14.311	0.058
301.51630900	+44.45293100	14246094	301.516309	+44.452931	1.113	0.549	20122054	2	5	0.887	0.000	16.525	0.000	17.413	0.000	16.733	0.051	16.084	0.000	15.223	0.000
301.53233100	+44.43435400	14246095	301.532331	+44.434354	0.459	0.293	20122054	5	23	1.208	0.047	11.542	0.032	12.750	0.034	12.094	0.053	11.171	0.044	10.829	0.071
301.54402500	+44.48756700	14246096	301.544025	+44.487567	0.951	0.673	20122054	3	12	0.799	0.133	15.315	0.006	16.114	0.133	15.680	0.046	15.034	0.023	14.757	0.008
301.55960800	+44.48563800	14246097	301.559608	+44.485638	0.379	0.518	20122054	3	12	0.805	0.154	15.726	0.084	16.531	0.129	16.096	0.025	15.540	0.035	15.214	0.023
301.56445500	+44.45686300	14246098	301.564455	+44.456863	0.652	0.345	20122054	5	24	0.508	0.062	11.852	0.046	12.360	0.041	12.046	0.046	11.697	0.064	11.554	0.038
301.64531300	+44.42770700	14246099	301.645313	+44.427707	1.049	0.757	20122054	2	5							17.064	0.148	15.388	0.008	14.917	0.000
301.64762100	+44.44016700	14246100	301.647621	+44.440167	0.824	0.311	20122054	3	8	0.495	0.077	15.242	0.056	15.737	0.053	15.391	0.000	14.952	0.000		
301.66433200	+44.41740900	14246101	301.664332	+44.417409	0.743	0.285	20122054	4	16	0.859	0.068	15.224	0.024	16.083	0.064	15.631	0.035	14.921	0.026	14.590	0.048
301.67106800	+44.41599200	14246102	301.671068	+44.415992	1.337	0.717	20122054	3	8			15.516	0.000			15.761	0.026	15.295	0.026	15.075	0.075
301.68401400	+44.42783000	14246103	301.684014	+44.427830	0.824	0.567	20122054	4	17	0.899	0.102	15.399	0.035	16.299	0.095	15.766	0.055	15.143	0.046	15.077	0.184
301.69693900	+44.44651400	14246104	301.696939	+44.446514	0.588	1.682	20122054	2	4	0.778	0.076	16.196	0.000	16.974	0.076	17.108	0.000	16.712	0.000		
301.63184900	+44.44524000	14246105	301.631849	+44.445240	0.903	0.824	20122054	2	7	0.788	0.100	16.512	0.082	17.300	0.058	16.869	0.000	16.175	0.000	15.782	0.000
301.64266600	+44.43532000	14246106	301.642666	+44.435320	0.645	0.778	20122054	2	4	0.608	0.000	16.187	0.000	16.794	0.000	16.411	0.035	15.850	0.000		
301.64631600	+44.45281900	14246107	301.646316	+44.452819	0.226	0.374	20122054	2	4	0.720	0.057	13.815	0.048	14.535	0.031						
301.64518900	+44.45942800	14246108	301.645189	+44.459428	0.815	0.292	20122054	5	23	1.484	0.057	12.349	0.045	13.833	0.035	13.060	0.062	11.875	0.027	11.380	0.017
301.65282800	+44.45137700	14246109	301.652828	+44.451377	0.626	0.449	20122054	5	23	0.932	0.050	12.415	0.036	13.347	0.035	12.854	0.044	12.060	0.040	11.716	0.018
301.65342200	+44.47444400	14246110	301.653422	+44.474444	0.578	0.461	20122054	4	18	1.408	0.054	14.639	0.027	16.046	0.047	15.339	0.050	14.073	0.042	13.267	0.036
301.66476200	+44.47640000	14246111	301.664762	+44.476400	0.665	0.398	20122054	4	17	0.584	0.048	14.446	0.028	15.030	0.039	14.674	0.056	14.204	0.046	13.995	0.000
301.68554400	+44.49203500	14246112	301.685544	+44.492035	1.140	0.629	20122054	4	16	1.617	0.067	15.512	0.062	17.129	0.026	16.265	0.109	14.994	0.064	14.269	0.033
301.69081000	+44.46776000	14246113	301.690810	+44.467760	0.242	1.207	20122054	2	5							16.397	0.091	15.936	0.242	15.651	0.000
301.69525900	+44.47392200	14246114	301.695259	+44.473922	0.616	0.484	20122054	3	6							17.159	0.283	15.401	0.048	14.655	0.114
301.71072800	+44.46771700	14246115	301.710728	+44.467717	0.877	0.406	20122054	5	23	1.097	0.056	13.185	0.028	14.281	0.048	13.704	0.062	12.798	0.053	12.426	0.006
301.70044700	+44.50471800	14246116	301.700447	+44.504718	0.497	0.774	20122054	2	6	0.756	0.000	16.323	0.000	17.079	0.000	16.620	0.033	16.030	0.143		
301.71261900	+44.48475600	14246117	301.712619	+44.484756	0.830	0.701	20122054	3	9	0.777	0.000	15.448	0.000	16.225	0.000	15.763	0.018	15.110	0.093	14.719	0.000
301.71346500	+44.48965800	14246118	301.713465	+44.489658	0.257	1.042	20122054	3	9	0.754	0.055	15.157	0.032	15.911	0.045	15.565	0.000	14.978	0.000	14.637	0.000
301.72165900	+44.50191300	14246119	301.721659	+44.501913	0.833	0.434	20122054	5	22	0.511	0.068	12.455	0.030	12.967	0.061	12.622	0.076	12.280	0.046	12.112	0.011
